Datenbestand;Aktenzeichen/Registernummer;Markendarstellung;Aktenzustand
EM;"001599364";TRADESAFELY;Anmeldung zurückgewiesen
EM;"001599372";TherapySelect;Marke eingetragen
EM;"001599521";STARBUYER;Eintragung abgelaufen
EM;"001599679";NRV 2000 Plus;Eintragung abgelaufen
EM;"001599901";INTENSIFY;Anmeldung zurückgenommen
EM;"001600287";MATCHCARE;Marke eingetragen
EM;"001600311";TOP CAT;Marke eingetragen
EM;"001600402";CANsense;Marke eingetragen
EM;"001600451";FIRESTARTER;Eintragung abgelaufen
EM;"001600550";THE RUMOR ROOM;Anmeldung zurückgenommen
EM;"001600626";JAG;Anmeldung zurückgewiesen
EM;"001600733";WOW!;Anmeldung zurückgenommen
EM;"001600782";THE BEAR CAVE;Anmeldung zurückgenommen
EM;"001600881";WINDOWS ON WORK;Anmeldung zurückgenommen
EM;"001600899";SPOTWORLD;Anmeldung zurückgenommen
EM;"001600907";THE PROMS;Marke eingetragen
EM;"001601053";MATCHCARE DATACOMPARE;Eintragung abgelaufen
EM;"001601079";OTTOSMART;Eintragung abgelaufen
EM;"001601210";TENFOLD GLOBAL LOAN MANAGER;Anmeldung zurückgenommen
EM;"001601376";JAGNOTES;Anmeldung zurückgenommen
EM;"001601715";GAUSSVIEW;Marke eingetragen
EM;"001602135";THE NUMBER PEOPLE;Marke eingetragen
EM;"001602267";LUXI;Marke eingetragen
EM;"001602317";LAST NIGHT OF THE PROMS;Marke eingetragen
EM;"001602325";AHEAD OF THE MONEY;Anmeldung zurückgewiesen
EM;"001602390";worldroomconnect;Anmeldung zurückgenommen
EM;"001602424";waitlessness;Anmeldung zurückgenommen
EM;"001602432";myworldroom;Anmeldung zurückgenommen
EM;"001602739";ROBOCUP;Anmeldung zurückgenommen
EM;"001602747";NET PEOPLE;Anmeldung zurückgenommen
EM;"001602861";DATACOMPASS;Anmeldung zurückgenommen
EM;"001602911";OUTDEXING;Eintragung abgelaufen
EM;"001602937";OUTDEX;Eintragung abgelaufen
EM;"001602960";APOLLO INVEST;Eintragung abgelaufen
EM;"001602986";mycarportal;Eintragung abgelaufen
EM;"001603166";RESOLVENET;Anmeldung zurückgenommen
EM;"001603182";MarginMan;Marke eingetragen
EM;"001603240";UGO;Marke eingetragen
EM;"001603273";APOLLO MANIA;Anmeldung zurückgenommen
EM;"001603331";ELDERVISION.NET;Anmeldung zurückgenommen
EM;"001603349";PD LINK;Marke eingetragen
EM;"001603471";BREAKFASTNOW;Anmeldung zurückgewiesen
EM;"001603497";APOLLO CITY;Anmeldung zurückgenommen
EM;"001603505";Openshop Business;Eintragung abgelaufen
EM;"001603547";LUNCHNOW;Anmeldung zurückgewiesen
EM;"001603554";Openshop Preprocessor;Anmeldung zurückgenommen
EM;"001603570";Openshop PageGenerator;Anmeldung zurückgenommen
EM;"001603588";THE FUTURE'S IN OUR SITES;Eintragung abgelaufen
EM;"001603596";Openshop Markets;Anmeldung zurückgenommen
EM;"001603612";Openshop Stores;Eintragung abgelaufen
EM;"001603638";FOODNOW;Anmeldung zurückgewiesen
EM;"001603661";Openshop FlowEditor;Eintragung abgelaufen
EM;"001603687";ENLIST;Eintragung abgelaufen
EM;"001603927";OMNISKY;Eintragung abgelaufen
EM;"001603935";BROADWARE;Eintragung abgelaufen
EM;"001606029";FRONTEND CARROUSEL;Eintragung abgelaufen
EM;"001606441";FOCUS MONEY;Marke eingetragen
EM;"001606888";POWERED BY EGG;Marke eingetragen
EM;"001606961";BLOODQUEST;Eintragung abgelaufen
EM;"001607035";Active Mining;Eintragung abgelaufen
EM;"001607068";M.P.S. Multi Platform System;Eintragung abgelaufen
EM;"001607241";ATON;Marke eingetragen
EM;"001607274";IMGT;Marke eingetragen
EM;"001607290";WINE PLANET;Anmeldung zurückgenommen
EM;"001607415";RAM CONSULTING;Marke eingetragen
EM;"001607662";ECHOQUIZ;Eintragung abgelaufen
EM;"001607738";FREEMEDSCHOOL.COM;Anmeldung zurückgewiesen
EM;"001607803";FROGHOPPER;Anmeldung zurückgenommen
EM;"001607969";INTERACTIVE MAIL CENTRE;Anmeldung zurückgewiesen
EM;"001607977";CAMPAIGN COMMANDER;Marke eingetragen
EM;"001607993";WITTENSTEIN;Marke eingetragen
EM;"001608058";GEOLOGISTICS;Anmeldung zurückgenommen
EM;"001608066";SQLBASE SAFEGARDE;Anmeldung zurückgenommen
EM;"001608173";NAVISION FINANCIALS;Eintragung abgelaufen
EM;"001608181";PLIANT;Anmeldung zurückgenommen
EM;"001608223";PLIANT SYSTEMS;Eintragung abgelaufen
EM;"001608298";TERABEAM NETWORKS;Eintragung abgelaufen
EM;"001608314";EDULANG;Marke eingetragen
EM;"001608439";FACTORY.KY;Anmeldung zurückgenommen
EM;"001608447";HOMEPORTAL;Marke eingetragen
EM;"001608462";Create your bot;Anmeldung zurückgenommen
EM;"001608553";Dad;Eintragung abgelaufen
EM;"001608769";STREAMWAVE;Eintragung abgelaufen
EM;"001608827";Virtual Promoter;Anmeldung zurückgewiesen
EM;"001609007";MOBSHOW;Anmeldung zurückgenommen
EM;"001609056";STOCKSCAN;Marke eingetragen
EM;"001609262";VISUAL DISTRIBUTION;Eintragung abgelaufen
EM;"001609288";WABCO;Marke eingetragen
EM;"001609320";INFODOTCOM;Anmeldung zurückgenommen
EM;"001609668";BIGBAND NETWORKS;Marke eingetragen
EM;"001609692";MOBTOUR;Anmeldung zurückgenommen
EM;"001609874";MONSTER RANCHER;Marke eingetragen
EM;"001609908";VIRTUAL AUDIO NETWORK VAN;Eintragung abgelaufen
EM;"001609940";PERFORMANCEMANAGEMENT@NETSPEED;Eintragung abgelaufen
EM;"001610062";InMedio;Anmeldung zurückgenommen
EM;"001610138";OCOLOCO;Eintragung abgelaufen
EM;"001610278";MYFREEDOM;Anmeldung zurückgenommen
EM;"001610294";WEBLIGHTNING;Eintragung abgelaufen
EM;"001610377";DEEPEND;Eintragung abgelaufen
EM;"001610476";STRATEGY ONE;Marke eingetragen
EM;"001610773";NETOPERA NET OPERA THE NETOPERA;Anmeldung zurückgenommen
EM;"001610823";chainnet;Anmeldung zurückgenommen
EM;"001610930";GUSTAVO CUDELL;Marke eingetragen
EM;"001610948";CUDELL;Marke eingetragen
EM;"001611847";OPTIPOINT;Eintragung abgelaufen
EM;"001611987";BOATWIZARD;Marke eingetragen
EM;"001612043";INFOTRAC;Marke eingetragen
EM;"001612498";Musicstreamer;Anmeldung zurückgewiesen
EM;"001612522";COMBICAT;Eintragung abgelaufen
EM;"001612605";JET SET RADIO;Marke eingetragen
EM;"001612670";youwant;Anmeldung zurückgenommen
EM;"001612746";MULTISECURE;Anmeldung zurückgewiesen
EM;"001612845";SO-RIMM;Eintragung abgelaufen
EM;"001612944";THRUPOINT;Eintragung abgelaufen
EM;"001613009";ASX;Marke eingetragen
EM;"001613033";EMATTER;Anmeldung zurückgenommen
EM;"001613439";FATE OF THE DRAGON;Marke eingetragen
EM;"001613470";THREE KINGDOMS: FATE OF THE DRAGON;Marke eingetragen
EM;"001613561";XPLOSIV;Eintragung abgelaufen
EM;"001613587";Jupolis;Marke eingetragen
EM;"001613645";DonateNow;Anmeldung zurückgenommen
EM;"001613736";joice-net;Eintragung abgelaufen
EM;"001613892";SPIN JAM;Anmeldung zurückgenommen
EM;"001614049";Kiteboarding;Anmeldung zurückgewiesen
EM;"001614106";ROBIN;Marke eingetragen
EM;"001614114";CREATURE CHANNEL;Anmeldung zurückgenommen
EM;"001614205";APPSQUAD;Eintragung abgelaufen
EM;"001614304";MILLENIUM INDUSTRY;Anmeldung zurückgenommen
EM;"001614452";WORLD SOCCER;Anmeldung zurückgenommen
EM;"001614650";Union All;Marke eingetragen
EM;"001614841";ETOPWARE;Anmeldung zurückgenommen
EM;"001615152";elCoins;Eintragung abgelaufen
EM;"001615178";DESIGNGATEWAY;Eintragung abgelaufen
EM;"001615186";elTrustCenter;Eintragung abgelaufen
EM;"001615269";eLicensing;Anmeldung zurückgenommen
EM;"001615350";FINATIQ;Anmeldung zurückgenommen
EM;"001615517";OPENIPO;Anmeldung zurückgewiesen
EM;"001615525";FITCH;Marke eingetragen
EM;"001615640";e-fininfo;Eintragung abgelaufen
EM;"001615673";JENSON BUTTON;Marke eingetragen
EM;"001615970";e-fininfo.com;Eintragung abgelaufen
EM;"001616002";INSTANT COMMUNITY;Anmeldung zurückgenommen
EM;"001616200";THE HOSPITALITY EXCHANGE;Anmeldung zurückgenommen
EM;"001616317";PACKETRAX;Anmeldung zurückgenommen
EM;"001616333";Wincor Nixdorf;Marke eingetragen
EM;"001616366";INTEROSA;Eintragung abgelaufen
EM;"001616416";STORERUNNER;Anmeldung zurückgewiesen
EM;"001616507";BRAND NAVIGATION;Eintragung abgelaufen
EM;"001616549";SUCCESSION;Marke eingetragen
EM;"001616648";COMCLIENT;Eintragung abgelaufen
EM;"001616689";PAGO;Marke eingetragen
EM;"001616713";SIRAX;Marke eingetragen
EM;"001616788";Mobile Solutions for a better World;Eintragung abgelaufen
EM;"001616861";REDEO;Anmeldung zurückgenommen
EM;"001617042";BUCKAROO.COM;Anmeldung zurückgenommen
EM;"001617158";QVTECH;Eintragung abgelaufen
EM;"001617174";ARvolution;Eintragung abgelaufen
EM;"001617299";WIRELESS POLYPHONY;Anmeldung zurückgenommen
EM;"001617323";BROADBAND INTERNET ECOSYSTEM;Eintragung abgelaufen
EM;"001617679";SYBARI;Eintragung abgelaufen
EM;"001617703";eDefence Holding AB;Anmeldung zurückgenommen
EM;"001617802";MAJOR BLUE;Marke eingetragen
EM;"001617877";OAMI-ONLINE;Eintragung abgelaufen
EM;"001618040";IN OUR HANDS;Marke eingetragen
EM;"001618065";MUSIC E TAINMENT;Eintragung abgelaufen
EM;"001618206";EUROACE;Eintragung abgelaufen
EM;"001621481";R.E.W.A.R.D.;Eintragung abgelaufen
EM;"001621499";E-silkroad.net;Anmeldung zurückgenommen
EM;"001621663";InfomatecIAS;Anmeldung zurückgenommen
EM;"001621804";give4free;Anmeldung zurückgenommen
EM;"001621895";InfomatecGIS;Anmeldung zurückgenommen
EM;"001622000";EURZONE;Anmeldung zurückgenommen
EM;"001622018";CRASHDATA;Anmeldung zurückgenommen
EM;"001622026";SCENTSTREAM;Anmeldung zurückgenommen
EM;"001622182";MARKETSUNLOCKED;Eintragung abgelaufen
EM;"001622257";COMPUTTEL;Anmeldung zurückgenommen
EM;"001622489";SECURES THE WEB;Anmeldung zurückgenommen
EM;"001622802";COMPUNNEL;Anmeldung zurückgenommen
EM;"001622901";give4free cards;Anmeldung zurückgenommen
EM;"001622919";TRADEUM;Anmeldung zurückgenommen
EM;"001622935";.COM IN A BOX;Anmeldung zurückgenommen
EM;"001622950";give4free mall;Anmeldung zurückgenommen
EM;"001623271";TILION;Anmeldung zurückgenommen
EM;"001623313";DIGIBOAT;Anmeldung zurückgenommen
EM;"001623347";PARTPICKER;Anmeldung zurückgenommen
EM;"001623479";POWERPLUG;Eintragung abgelaufen
EM;"001623586";APPTIME;Eintragung abgelaufen
EM;"001623610";SAGE-READY;Eintragung abgelaufen
EM;"001623693";BINGOOO;Anmeldung zurückgenommen
EM;"001623719";BETZONE;Anmeldung zurückgewiesen
EM;"001623784";UBICO;Anmeldung zurückgenommen
EM;"001623818";REMINISCENTS;Anmeldung zurückgenommen
EM;"001623826";CORNERHOUSE;Marke eingetragen
EM;"001623883";BEANMARKET;Eintragung abgelaufen
EM;"001624162";SUREBRIDGE;Eintragung abgelaufen
EM;"001627322";telemoney;Eintragung abgelaufen
EM;"001627330";onelist;Anmeldung zurückgenommen
EM;"001627348";ogeno;Eintragung abgelaufen
EM;"001627538";EINSTEIN;Anmeldung zurückgenommen
EM;"001627579";THE ART OF COMMUNICATION;Eintragung abgelaufen
EM;"001627637";MYAMIKA;Anmeldung zurückgenommen
EM;"001627702";OBJECTFX;Eintragung abgelaufen
EM;"001627751";NETASSETS;Eintragung abgelaufen
EM;"001627819";WANNA;Marke eingetragen
EM;"001627884";SWIRL;Marke eingetragen
EM;"001627900";Handy-Cash;Eintragung abgelaufen
EM;"001627983";QUARK THE ART OF COMMUNICATION;Eintragung abgelaufen
EM;"001628098";WEBTRENDS;Marke eingetragen
EM;"001628106";E PROSPECT VISION;Eintragung abgelaufen
EM;"001628148";QUARKDMS;Eintragung abgelaufen
EM;"001628189";eprimefinancial;Eintragung abgelaufen
EM;"001628221";PLAN D'ACCES;Anmeldung zurückgenommen
EM;"001628239";CLICMAP;Eintragung abgelaufen
EM;"001628247";eprimebank;Eintragung abgelaufen
EM;"001628478";WHEELHOUSE;Eintragung abgelaufen
EM;"001628692";HAPI;Marke eingetragen
EM;"001628833";PLAYSTADIUM;Marke eingetragen
EM;"001628932";BLOOMBERG PROFESSIONAL;Marke eingetragen
EM;"001628973";MATCH.PRICE.EXECUTE;Anmeldung zurückgenommen
EM;"001628999";GoRisk;Anmeldung zurückgenommen
EM;"001629120";TRADEWEAVE;Eintragung abgelaufen
EM;"001629203";BT CORPORATE 360;Anmeldung zurückgenommen
EM;"001629344";PRINTLIFE;Anmeldung zurückgenommen
EM;"001629351";INFERNO;Anmeldung zurückgewiesen
EM;"001629575";TRIMETRA;Marke eingetragen
EM;"001629583";E-FRESH;Eintragung abgelaufen
EM;"001629674";DIRECTCONNECT;Anmeldung zurückgenommen
EM;"001629781";MEDIA INFRASTRUCTURE PROVIDER;Anmeldung zurückgewiesen
EM;"001629948";OPROARTS;Marke eingetragen
EM;"001629963";CORVALTEC;Eintragung abgelaufen
EM;"001629971";SO-NIX;Anmeldung zurückgenommen
EM;"001630011";MAROFEY;Eintragung abgelaufen
EM;"001630169";PORTALPLAYER;Eintragung abgelaufen
EM;"001631795";IPID;Anmeldung zurückgenommen
EM;"001632785";EXTRAGLOBAL;Eintragung abgelaufen
EM;"001632843";FIRST-STRIKE SECURITY;Eintragung abgelaufen
EM;"001633031";SAFEKEEPER PLUS;Marke eingetragen
EM;"001633114";MetroPoint;Anmeldung zurückgenommen
EM;"001633205";WEBFLYER;Eintragung abgelaufen
EM;"001633320";BUY ENTERTAINMENT. BE ENTERTAINMENT;Anmeldung zurückgenommen
EM;"001633338";THE FINE ART OF E-BUSINESS;Anmeldung zurückgenommen
EM;"001633346";GERI.COM;Eintragung abgelaufen
EM;"001633445";Medvision;Marke eingetragen
EM;"001633577";HABIT.COM;Anmeldung zurückgewiesen
EM;"001633643";THE WORLDWIDE BAND NAME REGISTRY;Anmeldung zurückgenommen
EM;"001633668";MOBILIDEX;Anmeldung zurückgenommen
EM;"001633981";ANTFACTORY;Anmeldung zurückgenommen
EM;"001633999";KEYSTONE;Eintragung abgelaufen
EM;"001634021";ACROBAT MESSENGER;Eintragung abgelaufen
EM;"001634039";FREESOURCING;Eintragung abgelaufen
EM;"001634187";CIDEON;Marke eingetragen
EM;"001634328";LOUDCLOUD;Eintragung abgelaufen
EM;"001634559";GALACTICA;Eintragung abgelaufen
EM;"001634591";Triscom.com;Eintragung abgelaufen
EM;"001634724";NET PERCEPTIONS;Eintragung abgelaufen
EM;"001635051";MX;Marke eingetragen
EM;"001636984";ALL-LIFE.COM;Anmeldung zurückgenommen
EM;"001638683";CELLCARE;Eintragung abgelaufen
EM;"001638758";PLANET EDGE;Anmeldung zurückgenommen
EM;"001638840";DRAW ANYTHING EASILY;Anmeldung zurückgewiesen
EM;"001638899";MusicPl@y;Anmeldung zurückgenommen
EM;"001639095";SVN;Anmeldung zurückgenommen
EM;"001639111";MYsmartpay;Marke eingetragen
EM;"001639178";Barclaycard MYsmartpay;Marke eingetragen
EM;"001639186";VealVision;Marke eingetragen
EM;"001639194";SYNSTAR EASY BUY;Eintragung abgelaufen
EM;"001639244";RESPONSYS.COM;Anmeldung zurückgenommen
EM;"001639269";RESPONSYS;Marke eingetragen
EM;"001639319";RESPONSYS INTERACT;Marke eingetragen
EM;"001639350";ADAYTUM E.PLANNING;Eintragung abgelaufen
EM;"001639426";URBANCHILLERS;Eintragung abgelaufen
EM;"001639434";RIOT-E;Eintragung abgelaufen
EM;"001639459";RESPONSYS JUMPSTART;Eintragung abgelaufen
EM;"001639475";CORTECNET;Eintragung abgelaufen
EM;"001639681";MAPSCAPE;Eintragung abgelaufen
EM;"001639707";THINQ;Eintragung abgelaufen
EM;"001639749";QuantiX;Anmeldung zurückgenommen
EM;"001639830";finance explorer;Marke eingetragen
EM;"001639889";MEXAG;Anmeldung zurückgenommen
EM;"001639905";Imaging across networks;Eintragung abgelaufen
EM;"001639913";E-HIVE;Anmeldung zurückgenommen
EM;"001639921";SPEEDECOLOR;Eintragung abgelaufen
EM;"001640028";ONE EDGE;Anmeldung zurückgenommen
EM;"001640085";SPROCKETS;Anmeldung zurückgenommen
EM;"001640200";MemoryWorkX;Anmeldung zurückgenommen
EM;"001640432";WorkX;Anmeldung zurückgenommen
EM;"001640580";THE WAY TO DISPLAY;Anmeldung zurückgenommen
EM;"001640598";NETCHARGE;Eintragung abgelaufen
EM;"001640606";NedStat;Marke eingetragen
EM;"001640648";AdWork;Anmeldung zurückgenommen
EM;"001640705";SiteStat;Marke eingetragen
EM;"001640739";GO2;Eintragung abgelaufen
EM;"001641182";WEB TLC;Anmeldung zurückgenommen
EM;"001641190";BUZZTRADING.COM;Eintragung abgelaufen
EM;"001641299";VIADOR E-PORTAL SUITE;Eintragung abgelaufen
EM;"001641349";TICKETNET;Anmeldung zurückgewiesen
EM;"001641364";Mobile Corporate Office;Anmeldung zurückgewiesen
EM;"001641398";ENCIRQ;Anmeldung zurückgenommen
EM;"001641471";TICKYCARD;Eintragung abgelaufen
EM;"001641588";ACTIS;Eintragung abgelaufen
EM;"001641604";QCL WEB SHOP;Eintragung abgelaufen
EM;"001641612";NET INTELLIGENCE;Eintragung abgelaufen
EM;"001641620";REAL PEOPLE. GREAT VACATIONS;Anmeldung zurückgenommen
EM;"001641661";whereonearth;Marke eingetragen
EM;"001641687";TOUCHSCAPE;Anmeldung zurückgenommen
EM;"001642180";PAL;Eintragung abgelaufen
EM;"001642248";YODLEE;Marke eingetragen
EM;"001642263";CRM CENTRAL;Eintragung abgelaufen
EM;"001642305";SPEECHLOGIC;Eintragung abgelaufen
EM;"001642339";LOST BOYS;Marke eingetragen
EM;"001642347";WAPwednesday;Anmeldung zurückgenommen
EM;"001642412";I-SCRAPER;Anmeldung zurückgenommen
EM;"001642453";LITIGATION ADVISOR;Anmeldung zurückgewiesen
EM;"001642495";IN COLD BLOOD;Eintragung abgelaufen
EM;"001642586";ACROX;Eintragung abgelaufen
EM;"001642966";STENTOR;Marke eingetragen
EM;"001643006";OUTBLAZE;Marke eingetragen
EM;"001643089";ISYNTAX;Eintragung abgelaufen
EM;"001643097";Captain Online;Eintragung abgelaufen
EM;"001643139";SONGPEOPLE;Marke eingetragen
EM;"001643170";ISITE;Marke eingetragen
EM;"001643196";ZENTURIO;Eintragung abgelaufen
EM;"001643311";ICOLLABORATE;Anmeldung zurückgenommen
EM;"001643360";18 TO 0;Anmeldung zurückgenommen
EM;"001644236";SILVER FROG;Eintragung abgelaufen
EM;"001644285";SERVISTA;Eintragung abgelaufen
EM;"001644434";SEMPERIS;Eintragung abgelaufen
EM;"001644525";CYCLOMEDIA;Marke eingetragen
EM;"001644574";PIXEL-ON-THE-FLY;Eintragung abgelaufen
EM;"001644640";E-NUMERATE;Eintragung abgelaufen
EM;"001644665";APPLIANCEZONE.COM;Anmeldung zurückgenommen
EM;"001644673";P-FLY;Eintragung abgelaufen
EM;"001644764";I-CACHED SIMD;Anmeldung zurückgenommen
EM;"001645126";ATHLETE OF THE CENTURY;Anmeldung zurückgewiesen
EM;"001645316";ABISSA;Anmeldung zurückgenommen
EM;"001645399";RED M;Eintragung abgelaufen
EM;"001645605";HYPERBGA;Marke eingetragen
EM;"001645621";DELSY Outside;Eintragung abgelaufen
EM;"001645704";SWELL;Anmeldung zurückgewiesen
EM;"001645746";MARKSMEN;Marke eingetragen
EM;"001645985";IPAIR;Anmeldung zurückgenommen
EM;"001646108";FundsHub;Anmeldung zurückgenommen
EM;"001646157";eXtrahyp.de;Eintragung abgelaufen
EM;"001646470";HEADSTRONG;Marke eingetragen
EM;"001646504";Tiny Creatures;Anmeldung zurückgenommen
EM;"001646694";ASSET POINT;Marke eingetragen
EM;"001647395";INFORMATION LIQUIDITY FOR FINANCIAL SERVICES;Anmeldung zurückgenommen
EM;"001649722";Mi8 POWERED APPLICATIONS;Eintragung abgelaufen
EM;"001652593";Andriy Shevchenko;Marke eingetragen
EM;"001652619";PROPERTY WORLD;Anmeldung zurückgenommen
EM;"001652700";EASI4.COM;Anmeldung zurückgenommen
EM;"001652767";INCITE.COM;Anmeldung zurückgenommen
EM;"001652833";Millenium-3;Anmeldung zurückgenommen
EM;"001652874";FullView.com;Anmeldung zurückgenommen
EM;"001653013";SCAN;Anmeldung zurückgenommen
EM;"001653096";INSIGHT;Anmeldung zurückgenommen
EM;"001653146";SHREK;Marke eingetragen
EM;"001653211";Sheva;Marke eingetragen
EM;"001653252";CI4NET ADVANCED RESEARCH.COM;Anmeldung zurückgenommen
EM;"001653401";BLUECAT;Marke eingetragen
EM;"001653427";WHY SETTLE FOR LESS?;Eintragung abgelaufen
EM;"001653450";CI4NET SOLUTIONS.COM;Anmeldung zurückgenommen
EM;"001653567";EASIWEB;Eintragung abgelaufen
EM;"001653690";iX International Exchanges;Anmeldung zurückgenommen
EM;"001653732";ACADEMY;Anmeldung zurückgenommen
EM;"001653765";SKEPTIC;Marke eingetragen
EM;"001653807";CERILLION;Marke eingetragen
EM;"001653849";BIZZYLINE.COM;Eintragung abgelaufen
EM;"001653906";EASIDIRECT;Eintragung abgelaufen
EM;"001654078";GET THE FULL EXPERIENCE!;Anmeldung zurückgenommen
EM;"001654110";ww.deck;Eintragung abgelaufen
EM;"001654128";FullVista;Eintragung abgelaufen
EM;"001654201";TRITHOR;Eintragung abgelaufen
EM;"001654219";RON;Anmeldung zurückgenommen
EM;"001654292";DECKCHAIR;Eintragung abgelaufen
EM;"001654656";APPSERVICES;Anmeldung zurückgenommen
EM;"001654755";m@gic EDDY;Marke eingetragen
EM;"001654979";GENESIS;Eintragung abgelaufen
EM;"001655109";WAKANO;Anmeldung zurückgenommen
EM;"001655448";TREE-FREE BILLING;Anmeldung zurückgenommen
EM;"001655562";CORTONA;Marke eingetragen
EM;"001655653";dotEnable;Eintragung abgelaufen
EM;"001655695";dotEngage;Eintragung abgelaufen
EM;"001655745";dotHosted;Eintragung abgelaufen
EM;"001655760";dotEncrypt;Eintragung abgelaufen
EM;"001655810";WEBGENERICS;Eintragung abgelaufen
EM;"001655869";THE BRILLIANT AGENCY;Anmeldung zurückgewiesen
EM;"001655976";ESIGN;Marke eingetragen
EM;"001655992";SPRING;Marke eingetragen
EM;"001656297";ROCKETSERVER;Eintragung abgelaufen
EM;"001656313";BIOVIGILANCE;Eintragung abgelaufen
EM;"001656420";BAYCRUISE@FAMOTIK;Eintragung abgelaufen
EM;"001656503";FTKWEBCRUISER;Eintragung abgelaufen
EM;"001656511";MERLIN;Anmeldung zurückgenommen
EM;"001656651";WEBCRUISER@FAMOTIK;Anmeldung zurückgenommen
EM;"001656677";HISPACHAT.COM;Marke eingetragen
EM;"001656693";BAYCRUISE-ONLINE.COM;Anmeldung zurückgenommen
EM;"001656925";"you can. it does.";Anmeldung zurückgenommen
EM;"001656966";CONTENTSOURCE;Anmeldung zurückgenommen
EM;"001656974";SUPERTOP.COM;Anmeldung zurückgenommen
EM;"001657014";Hitachi Capital;Marke eingetragen
EM;"001657048";CHUECA.COM;Marke eingetragen
EM;"001657154";PREZZ;Anmeldung zurückgenommen
EM;"001657212";BIOWIRE;Anmeldung zurückgenommen
EM;"001657246";DN!;Anmeldung zurückgewiesen
EM;"001657568";GENTEHISPANA.COM;Eintragung abgelaufen
EM;"001657642";SPORTS & DESTINATIONS;Anmeldung zurückgewiesen
EM;"001657865";SYCAMORE NETWORKS;Marke eingetragen
EM;"001657873";SMS-MARKETING;Anmeldung zurückgewiesen
EM;"001657915";Websurfer;Anmeldung zurückgewiesen
EM;"001658251";LAVAGNA MOBILE;Eintragung abgelaufen
EM;"001658293";SMSMarketing;Anmeldung zurückgewiesen
EM;"001658558";IPARCOM;Marke eingetragen
EM;"001658723";FREEDOM: FIRST RESISTANCE;Eintragung abgelaufen
EM;"001658962";JOE WEIDER'S NATURAL HEALTH;Marke eingetragen
EM;"001659044";iForce;Anmeldung zurückgenommen
EM;"001659218";livingNet;Eintragung abgelaufen
EM;"001659457";EXPECT GREAT THINGS;Anmeldung zurückgenommen
EM;"001659549";VIRTUE;Anmeldung zurückgenommen
EM;"001659556";JUST WHAT YOU'VE BEEN SEARCHING FOR;Anmeldung zurückgewiesen
EM;"001659671";FP FRAME PROJECT PRO;Marke eingetragen
EM;"001664747";CYBERU;Marke eingetragen
